"pf"	"scenario"
"8378"	"Parameters bottom-up 8538 10_06_2020 18_42.txt"	"bottom-up"
"8379"	"Parameters bottom-up 8539 10_06_2020 18_42.txt"	"bottom-up"
"8380"	"Parameters bottom-up 854 10_06_2020 18_03.txt"	"bottom-up"
"8381"	"Parameters bottom-up 8540 10_06_2020 18_42.txt"	"bottom-up"
"8382"	"Parameters bottom-up 8541 10_06_2020 18_42.txt"	"bottom-up"
"8383"	"Parameters bottom-up 8542 10_06_2020 18_42.txt"	"bottom-up"
"8384"	"Parameters bottom-up 8543 10_06_2020 18_42.txt"	"bottom-up"
"8385"	"Parameters bottom-up 8544 10_06_2020 18_42.txt"	"bottom-up"
"8386"	"Parameters bottom-up 8545 10_06_2020 18_42.txt"	"bottom-up"
"8387"	"Parameters bottom-up 8546 10_06_2020 18_42.txt"	"bottom-up"
"8388"	"Parameters bottom-up 8547 10_06_2020 18_42.txt"	"bottom-up"
"8389"	"Parameters bottom-up 8548 10_06_2020 18_42.txt"	"bottom-up"
"8390"	"Parameters bottom-up 8549 10_06_2020 18_42.txt"	"bottom-up"
"8391"	"Parameters bottom-up 855 10_06_2020 18_03.txt"	"bottom-up"
"8392"	"Parameters bottom-up 8550 10_06_2020 18_42.txt"	"bottom-up"
"8393"	"Parameters bottom-up 8551 10_06_2020 18_42.txt"	"bottom-up"
"8394"	"Parameters bottom-up 8552 10_06_2020 18_42.txt"	"bottom-up"
"8395"	"Parameters bottom-up 8553 10_06_2020 18_42.txt"	"bottom-up"
"8396"	"Parameters bottom-up 8554 10_06_2020 18_42.txt"	"bottom-up"
"8397"	"Parameters bottom-up 8555 10_06_2020 18_42.txt"	"bottom-up"
"8398"	"Parameters bottom-up 8556 10_06_2020 18_42.txt"	"bottom-up"
"8399"	"Parameters bottom-up 8557 10_06_2020 18_42.txt"	"bottom-up"
"8400"	"Parameters bottom-up 8558 10_06_2020 18_42.txt"	"bottom-up"
"8401"	"Parameters bottom-up 8559 10_06_2020 18_42.txt"	"bottom-up"
"8402"	"Parameters bottom-up 856 10_06_2020 18_03.txt"	"bottom-up"
"8403"	"Parameters bottom-up 8560 10_06_2020 18_42.txt"	"bottom-up"
"8404"	"Parameters bottom-up 8561 10_06_2020 18_42.txt"	"bottom-up"
"8405"	"Parameters bottom-up 8562 10_06_2020 18_42.txt"	"bottom-up"
"8406"	"Parameters bottom-up 8563 10_06_2020 18_42.txt"	"bottom-up"
"8407"	"Parameters bottom-up 8564 10_06_2020 18_42.txt"	"bottom-up"
"8408"	"Parameters bottom-up 8565 10_06_2020 18_42.txt"	"bottom-up"
"8409"	"Parameters bottom-up 8566 10_06_2020 18_42.txt"	"bottom-up"
"8410"	"Parameters bottom-up 8567 10_06_2020 18_42.txt"	"bottom-up"
"8411"	"Parameters bottom-up 8568 10_06_2020 18_42.txt"	"bottom-up"
"8412"	"Parameters bottom-up 8569 10_06_2020 18_42.txt"	"bottom-up"
"8413"	"Parameters bottom-up 857 10_06_2020 18_03.txt"	"bottom-up"
"8414"	"Parameters bottom-up 8570 10_06_2020 18_42.txt"	"bottom-up"
"8415"	"Parameters bottom-up 8571 10_06_2020 18_42.txt"	"bottom-up"
"8416"	"Parameters bottom-up 8572 10_06_2020 18_42.txt"	"bottom-up"
"8417"	"Parameters bottom-up 8573 10_06_2020 18_42.txt"	"bottom-up"
"8418"	"Parameters bottom-up 8574 10_06_2020 18_42.txt"	"bottom-up"
"8419"	"Parameters bottom-up 8575 10_06_2020 18_42.txt"	"bottom-up"
"8420"	"Parameters bottom-up 8576 10_06_2020 18_42.txt"	"bottom-up"
"8421"	"Parameters bottom-up 8577 10_06_2020 18_42.txt"	"bottom-up"
"8422"	"Parameters bottom-up 8578 10_06_2020 18_42.txt"	"bottom-up"
"8423"	"Parameters bottom-up 8579 10_06_2020 18_42.txt"	"bottom-up"
"8424"	"Parameters bottom-up 858 10_06_2020 18_03.txt"	"bottom-up"
"8425"	"Parameters bottom-up 8580 10_06_2020 18_42.txt"	"bottom-up"
"8426"	"Parameters bottom-up 8581 10_06_2020 18_42.txt"	"bottom-up"
"8427"	"Parameters bottom-up 8582 10_06_2020 18_42.txt"	"bottom-up"
"8428"	"Parameters bottom-up 8583 10_06_2020 18_42.txt"	"bottom-up"
"8429"	"Parameters bottom-up 8584 10_06_2020 18_42.txt"	"bottom-up"
"8430"	"Parameters bottom-up 8585 10_06_2020 18_42.txt"	"bottom-up"
"8431"	"Parameters bottom-up 8586 10_06_2020 18_42.txt"	"bottom-up"
"8432"	"Parameters bottom-up 8587 10_06_2020 18_42.txt"	"bottom-up"
"8433"	"Parameters bottom-up 8588 10_06_2020 18_42.txt"	"bottom-up"
"8434"	"Parameters bottom-up 8589 10_06_2020 18_42.txt"	"bottom-up"
"8435"	"Parameters bottom-up 859 10_06_2020 18_03.txt"	"bottom-up"
"8436"	"Parameters bottom-up 8590 10_06_2020 18_42.txt"	"bottom-up"
"8437"	"Parameters bottom-up 8591 10_06_2020 18_42.txt"	"bottom-up"
"8438"	"Parameters bottom-up 8592 10_06_2020 18_42.txt"	"bottom-up"
"8439"	"Parameters bottom-up 8593 10_06_2020 18_42.txt"	"bottom-up"
"8440"	"Parameters bottom-up 8594 10_06_2020 18_42.txt"	"bottom-up"
"8441"	"Parameters bottom-up 8595 10_06_2020 18_42.txt"	"bottom-up"
"8442"	"Parameters bottom-up 8596 10_06_2020 18_42.txt"	"bottom-up"
"8443"	"Parameters bottom-up 8597 10_06_2020 18_42.txt"	"bottom-up"
"8444"	"Parameters bottom-up 8598 10_06_2020 18_42.txt"	"bottom-up"
"8445"	"Parameters bottom-up 8599 10_06_2020 18_42.txt"	"bottom-up"
"8446"	"Parameters bottom-up 86 10_06_2020 17_59.txt"	"bottom-up"
"8447"	"Parameters bottom-up 860 10_06_2020 18_03.txt"	"bottom-up"
"8448"	"Parameters bottom-up 8600 10_06_2020 18_42.txt"	"bottom-up"
"8449"	"Parameters bottom-up 8601 10_06_2020 18_42.txt"	"bottom-up"
"8450"	"Parameters bottom-up 8602 10_06_2020 18_42.txt"	"bottom-up"
"8451"	"Parameters bottom-up 8603 10_06_2020 18_42.txt"	"bottom-up"
"8452"	"Parameters bottom-up 8604 10_06_2020 18_42.txt"	"bottom-up"
"8453"	"Parameters bottom-up 8605 10_06_2020 18_42.txt"	"bottom-up"
"8454"	"Parameters bottom-up 8606 10_06_2020 18_42.txt"	"bottom-up"
"8455"	"Parameters bottom-up 8607 10_06_2020 18_42.txt"	"bottom-up"
"8456"	"Parameters bottom-up 8608 10_06_2020 18_42.txt"	"bottom-up"
"8457"	"Parameters bottom-up 8609 10_06_2020 18_42.txt"	"bottom-up"
"8458"	"Parameters bottom-up 861 10_06_2020 18_03.txt"	"bottom-up"
"8459"	"Parameters bottom-up 8610 10_06_2020 18_42.txt"	"bottom-up"
"8460"	"Parameters bottom-up 8611 10_06_2020 18_42.txt"	"bottom-up"
"8461"	"Parameters bottom-up 8612 10_06_2020 18_42.txt"	"bottom-up"
"8462"	"Parameters bottom-up 8613 10_06_2020 18_42.txt"	"bottom-up"
"8463"	"Parameters bottom-up 8614 10_06_2020 18_42.txt"	"bottom-up"
"8464"	"Parameters bottom-up 8615 10_06_2020 18_42.txt"	"bottom-up"
"8465"	"Parameters bottom-up 8616 10_06_2020 18_42.txt"	"bottom-up"
"8466"	"Parameters bottom-up 8617 10_06_2020 18_42.txt"	"bottom-up"
"8467"	"Parameters bottom-up 8618 10_06_2020 18_42.txt"	"bottom-up"
"8468"	"Parameters bottom-up 8619 10_06_2020 18_42.txt"	"bottom-up"
"8469"	"Parameters bottom-up 862 10_06_2020 18_03.txt"	"bottom-up"
"8470"	"Parameters bottom-up 8620 10_06_2020 18_42.txt"	"bottom-up"
"8471"	"Parameters bottom-up 8621 10_06_2020 18_42.txt"	"bottom-up"
"8472"	"Parameters bottom-up 8622 10_06_2020 18_42.txt"	"bottom-up"
"8473"	"Parameters bottom-up 8623 10_06_2020 18_42.txt"	"bottom-up"
"8474"	"Parameters bottom-up 8624 10_06_2020 18_42.txt"	"bottom-up"
"8475"	"Parameters bottom-up 8625 10_06_2020 18_42.txt"	"bottom-up"
"8476"	"Parameters bottom-up 8626 10_06_2020 18_42.txt"	"bottom-up"
"8477"	"Parameters bottom-up 8627 10_06_2020 18_42.txt"	"bottom-up"
"8478"	"Parameters bottom-up 8628 10_06_2020 18_42.txt"	"bottom-up"
"8479"	"Parameters bottom-up 8629 10_06_2020 18_42.txt"	"bottom-up"
"8480"	"Parameters bottom-up 863 10_06_2020 18_03.txt"	"bottom-up"
"8481"	"Parameters bottom-up 8630 10_06_2020 18_42.txt"	"bottom-up"
"8482"	"Parameters bottom-up 8631 10_06_2020 18_42.txt"	"bottom-up"
"8483"	"Parameters bottom-up 8632 10_06_2020 18_42.txt"	"bottom-up"
"8484"	"Parameters bottom-up 8633 10_06_2020 18_42.txt"	"bottom-up"
"8485"	"Parameters bottom-up 8634 10_06_2020 18_42.txt"	"bottom-up"
"8486"	"Parameters bottom-up 8635 10_06_2020 18_42.txt"	"bottom-up"
"8487"	"Parameters bottom-up 8636 10_06_2020 18_42.txt"	"bottom-up"
"8488"	"Parameters bottom-up 8637 10_06_2020 18_42.txt"	"bottom-up"
"8489"	"Parameters bottom-up 8638 10_06_2020 18_42.txt"	"bottom-up"
"8490"	"Parameters bottom-up 8639 10_06_2020 18_42.txt"	"bottom-up"
"8491"	"Parameters bottom-up 864 10_06_2020 18_03.txt"	"bottom-up"
"8492"	"Parameters bottom-up 8640 10_06_2020 18_42.txt"	"bottom-up"
"8493"	"Parameters bottom-up 8641 10_06_2020 18_42.txt"	"bottom-up"
"8494"	"Parameters bottom-up 8642 10_06_2020 18_42.txt"	"bottom-up"
"8495"	"Parameters bottom-up 8643 10_06_2020 18_42.txt"	"bottom-up"
"8496"	"Parameters bottom-up 8644 10_06_2020 18_42.txt"	"bottom-up"
"8497"	"Parameters bottom-up 8645 10_06_2020 18_42.txt"	"bottom-up"
"8498"	"Parameters bottom-up 8646 10_06_2020 18_42.txt"	"bottom-up"
"8499"	"Parameters bottom-up 8647 10_06_2020 18_42.txt"	"bottom-up"
"8500"	"Parameters bottom-up 8648 10_06_2020 18_42.txt"	"bottom-up"
"8501"	"Parameters bottom-up 8649 10_06_2020 18_42.txt"	"bottom-up"
"8502"	"Parameters bottom-up 865 10_06_2020 18_03.txt"	"bottom-up"
"8503"	"Parameters bottom-up 8650 10_06_2020 18_42.txt"	"bottom-up"
"8504"	"Parameters bottom-up 8651 10_06_2020 18_42.txt"	"bottom-up"
"8505"	"Parameters bottom-up 8652 10_06_2020 18_42.txt"	"bottom-up"
"8506"	"Parameters bottom-up 8653 10_06_2020 18_42.txt"	"bottom-up"
"8507"	"Parameters bottom-up 8654 10_06_2020 18_42.txt"	"bottom-up"
"8508"	"Parameters bottom-up 8655 10_06_2020 18_42.txt"	"bottom-up"
"8509"	"Parameters bottom-up 8656 10_06_2020 18_42.txt"	"bottom-up"
"8510"	"Parameters bottom-up 8657 10_06_2020 18_42.txt"	"bottom-up"
"8511"	"Parameters bottom-up 8658 10_06_2020 18_42.txt"	"bottom-up"
"8512"	"Parameters bottom-up 8659 10_06_2020 18_42.txt"	"bottom-up"
"8513"	"Parameters bottom-up 866 10_06_2020 18_03.txt"	"bottom-up"
"8514"	"Parameters bottom-up 8660 10_06_2020 18_42.txt"	"bottom-up"
"8515"	"Parameters bottom-up 8661 10_06_2020 18_42.txt"	"bottom-up"
"8516"	"Parameters bottom-up 8662 10_06_2020 18_42.txt"	"bottom-up"
"8517"	"Parameters bottom-up 8663 10_06_2020 18_42.txt"	"bottom-up"
"8518"	"Parameters bottom-up 8664 10_06_2020 18_42.txt"	"bottom-up"
"8519"	"Parameters bottom-up 8665 10_06_2020 18_42.txt"	"bottom-up"
"8520"	"Parameters bottom-up 8666 10_06_2020 18_42.txt"	"bottom-up"
"8521"	"Parameters bottom-up 8667 10_06_2020 18_42.txt"	"bottom-up"
"8522"	"Parameters bottom-up 8668 10_06_2020 18_42.txt"	"bottom-up"
"8523"	"Parameters bottom-up 8669 10_06_2020 18_42.txt"	"bottom-up"
"8524"	"Parameters bottom-up 867 10_06_2020 18_03.txt"	"bottom-up"
"8525"	"Parameters bottom-up 8670 10_06_2020 18_42.txt"	"bottom-up"
"8526"	"Parameters bottom-up 8671 10_06_2020 18_42.txt"	"bottom-up"
"8527"	"Parameters bottom-up 8672 10_06_2020 18_42.txt"	"bottom-up"
"8528"	"Parameters bottom-up 8673 10_06_2020 18_42.txt"	"bottom-up"
"8529"	"Parameters bottom-up 8674 10_06_2020 18_42.txt"	"bottom-up"
"8530"	"Parameters bottom-up 8675 10_06_2020 18_42.txt"	"bottom-up"
"8531"	"Parameters bottom-up 8676 10_06_2020 18_42.txt"	"bottom-up"
"8532"	"Parameters bottom-up 8677 10_06_2020 18_42.txt"	"bottom-up"
"8533"	"Parameters bottom-up 8678 10_06_2020 18_42.txt"	"bottom-up"
"8534"	"Parameters bottom-up 8679 10_06_2020 18_42.txt"	"bottom-up"
"8535"	"Parameters bottom-up 868 10_06_2020 18_03.txt"	"bottom-up"
"8536"	"Parameters bottom-up 8680 10_06_2020 18_42.txt"	"bottom-up"
"8537"	"Parameters bottom-up 8681 10_06_2020 18_42.txt"	"bottom-up"
"8538"	"Parameters bottom-up 8682 10_06_2020 18_42.txt"	"bottom-up"
"8539"	"Parameters bottom-up 8683 10_06_2020 18_42.txt"	"bottom-up"
"8540"	"Parameters bottom-up 8684 10_06_2020 18_42.txt"	"bottom-up"
"8541"	"Parameters bottom-up 8685 10_06_2020 18_42.txt"	"bottom-up"
"8542"	"Parameters bottom-up 8686 10_06_2020 18_42.txt"	"bottom-up"
"8543"	"Parameters bottom-up 8687 10_06_2020 18_42.txt"	"bottom-up"
"8544"	"Parameters bottom-up 8688 10_06_2020 18_42.txt"	"bottom-up"
"8545"	"Parameters bottom-up 8689 10_06_2020 18_42.txt"	"bottom-up"
"8546"	"Parameters bottom-up 869 10_06_2020 18_03.txt"	"bottom-up"
"8547"	"Parameters bottom-up 8690 10_06_2020 18_42.txt"	"bottom-up"
"8548"	"Parameters bottom-up 8691 10_06_2020 18_42.txt"	"bottom-up"
"8549"	"Parameters bottom-up 8692 10_06_2020 18_42.txt"	"bottom-up"
"8550"	"Parameters bottom-up 8693 10_06_2020 18_42.txt"	"bottom-up"
"8551"	"Parameters bottom-up 8694 10_06_2020 18_42.txt"	"bottom-up"
"8552"	"Parameters bottom-up 8695 10_06_2020 18_42.txt"	"bottom-up"
"8553"	"Parameters bottom-up 8696 10_06_2020 18_42.txt"	"bottom-up"
"8554"	"Parameters bottom-up 8697 10_06_2020 18_42.txt"	"bottom-up"
"8555"	"Parameters bottom-up 8698 10_06_2020 18_42.txt"	"bottom-up"
"8556"	"Parameters bottom-up 8699 10_06_2020 18_42.txt"	"bottom-up"
"8557"	"Parameters bottom-up 87 10_06_2020 18_00.txt"	"bottom-up"
"8558"	"Parameters bottom-up 870 10_06_2020 18_03.txt"	"bottom-up"
"8559"	"Parameters bottom-up 8700 10_06_2020 18_42.txt"	"bottom-up"
"8560"	"Parameters bottom-up 8701 10_06_2020 18_42.txt"	"bottom-up"
"8561"	"Parameters bottom-up 8702 10_06_2020 18_42.txt"	"bottom-up"
"8562"	"Parameters bottom-up 8703 10_06_2020 18_42.txt"	"bottom-up"
"8563"	"Parameters bottom-up 8704 10_06_2020 18_42.txt"	"bottom-up"
"8564"	"Parameters bottom-up 8705 10_06_2020 18_42.txt"	"bottom-up"
"8565"	"Parameters bottom-up 8706 10_06_2020 18_42.txt"	"bottom-up"
"8566"	"Parameters bottom-up 8707 10_06_2020 18_42.txt"	"bottom-up"
"8567"	"Parameters bottom-up 8708 10_06_2020 18_42.txt"	"bottom-up"
"8568"	"Parameters bottom-up 8709 10_06_2020 18_42.txt"	"bottom-up"
"8569"	"Parameters bottom-up 871 10_06_2020 18_03.txt"	"bottom-up"
"8570"	"Parameters bottom-up 8710 10_06_2020 18_42.txt"	"bottom-up"
"8571"	"Parameters bottom-up 8711 10_06_2020 18_42.txt"	"bottom-up"
"8572"	"Parameters bottom-up 8712 10_06_2020 18_42.txt"	"bottom-up"
"8573"	"Parameters bottom-up 8713 10_06_2020 18_42.txt"	"bottom-up"
"8574"	"Parameters bottom-up 8714 10_06_2020 18_42.txt"	"bottom-up"
"8575"	"Parameters bottom-up 8715 10_06_2020 18_42.txt"	"bottom-up"
"8576"	"Parameters bottom-up 8716 10_06_2020 18_42.txt"	"bottom-up"
"8577"	"Parameters bottom-up 8717 10_06_2020 18_42.txt"	"bottom-up"
"8578"	"Parameters bottom-up 8718 10_06_2020 18_42.txt"	"bottom-up"
"8579"	"Parameters bottom-up 8719 10_06_2020 18_42.txt"	"bottom-up"
"8580"	"Parameters bottom-up 872 10_06_2020 18_03.txt"	"bottom-up"
"8581"	"Parameters bottom-up 8720 10_06_2020 18_42.txt"	"bottom-up"
"8582"	"Parameters bottom-up 8721 10_06_2020 18_42.txt"	"bottom-up"
"8583"	"Parameters bottom-up 8722 10_06_2020 18_42.txt"	"bottom-up"
"8584"	"Parameters bottom-up 8723 10_06_2020 18_42.txt"	"bottom-up"
"8585"	"Parameters bottom-up 8724 10_06_2020 18_42.txt"	"bottom-up"
"8586"	"Parameters bottom-up 8725 10_06_2020 18_42.txt"	"bottom-up"
"8587"	"Parameters bottom-up 8726 10_06_2020 18_42.txt"	"bottom-up"
"8588"	"Parameters bottom-up 8727 10_06_2020 18_43.txt"	"bottom-up"
"8589"	"Parameters bottom-up 8728 10_06_2020 18_43.txt"	"bottom-up"
"8590"	"Parameters bottom-up 8729 10_06_2020 18_43.txt"	"bottom-up"
"8591"	"Parameters bottom-up 873 10_06_2020 18_03.txt"	"bottom-up"
"8592"	"Parameters bottom-up 8730 10_06_2020 18_43.txt"	"bottom-up"
"8593"	"Parameters bottom-up 8731 10_06_2020 18_43.txt"	"bottom-up"
"8594"	"Parameters bottom-up 8732 10_06_2020 18_43.txt"	"bottom-up"
"8595"	"Parameters bottom-up 8733 10_06_2020 18_43.txt"	"bottom-up"
"8596"	"Parameters bottom-up 8734 10_06_2020 18_43.txt"	"bottom-up"
"8597"	"Parameters bottom-up 8735 10_06_2020 18_43.txt"	"bottom-up"
"8598"	"Parameters bottom-up 8736 10_06_2020 18_43.txt"	"bottom-up"
"8599"	"Parameters bottom-up 8737 10_06_2020 18_43.txt"	"bottom-up"
"8600"	"Parameters bottom-up 8738 10_06_2020 18_43.txt"	"bottom-up"
"8601"	"Parameters bottom-up 8739 10_06_2020 18_43.txt"	"bottom-up"
"8602"	"Parameters bottom-up 874 10_06_2020 18_03.txt"	"bottom-up"
"8603"	"Parameters bottom-up 8740 10_06_2020 18_43.txt"	"bottom-up"
"8604"	"Parameters bottom-up 8741 10_06_2020 18_43.txt"	"bottom-up"
"8605"	"Parameters bottom-up 8742 10_06_2020 18_43.txt"	"bottom-up"
"8606"	"Parameters bottom-up 8743 10_06_2020 18_43.txt"	"bottom-up"
"8607"	"Parameters bottom-up 8744 10_06_2020 18_43.txt"	"bottom-up"
"8608"	"Parameters bottom-up 8745 10_06_2020 18_43.txt"	"bottom-up"
"8609"	"Parameters bottom-up 8746 10_06_2020 18_43.txt"	"bottom-up"
"8610"	"Parameters bottom-up 8747 10_06_2020 18_43.txt"	"bottom-up"
"8611"	"Parameters bottom-up 8748 10_06_2020 18_43.txt"	"bottom-up"
"8612"	"Parameters bottom-up 8749 10_06_2020 18_43.txt"	"bottom-up"
"8613"	"Parameters bottom-up 875 10_06_2020 18_03.txt"	"bottom-up"
"8614"	"Parameters bottom-up 8750 10_06_2020 18_43.txt"	"bottom-up"
"8615"	"Parameters bottom-up 8751 10_06_2020 18_43.txt"	"bottom-up"
"8616"	"Parameters bottom-up 8752 10_06_2020 18_43.txt"	"bottom-up"
"8617"	"Parameters bottom-up 8753 10_06_2020 18_43.txt"	"bottom-up"
"8618"	"Parameters bottom-up 8754 10_06_2020 18_43.txt"	"bottom-up"
"8619"	"Parameters bottom-up 8755 10_06_2020 18_43.txt"	"bottom-up"
"8620"	"Parameters bottom-up 8756 10_06_2020 18_43.txt"	"bottom-up"
"8621"	"Parameters bottom-up 8757 10_06_2020 18_43.txt"	"bottom-up"
"8622"	"Parameters bottom-up 8758 10_06_2020 18_43.txt"	"bottom-up"
"8623"	"Parameters bottom-up 8759 10_06_2020 18_43.txt"	"bottom-up"
"8624"	"Parameters bottom-up 876 10_06_2020 18_03.txt"	"bottom-up"
"8625"	"Parameters bottom-up 8760 10_06_2020 18_43.txt"	"bottom-up"
"8626"	"Parameters bottom-up 8761 10_06_2020 18_43.txt"	"bottom-up"
"8627"	"Parameters bottom-up 8762 10_06_2020 18_43.txt"	"bottom-up"
"8628"	"Parameters bottom-up 8763 10_06_2020 18_43.txt"	"bottom-up"
"8629"	"Parameters bottom-up 8764 10_06_2020 18_43.txt"	"bottom-up"
"8630"	"Parameters bottom-up 8765 10_06_2020 18_43.txt"	"bottom-up"
"8631"	"Parameters bottom-up 8766 10_06_2020 18_43.txt"	"bottom-up"
"8632"	"Parameters bottom-up 8767 10_06_2020 18_43.txt"	"bottom-up"
"8633"	"Parameters bottom-up 8768 10_06_2020 18_43.txt"	"bottom-up"
"8634"	"Parameters bottom-up 8769 10_06_2020 18_43.txt"	"bottom-up"
"8635"	"Parameters bottom-up 877 10_06_2020 18_03.txt"	"bottom-up"
"8636"	"Parameters bottom-up 8770 10_06_2020 18_43.txt"	"bottom-up"
"8637"	"Parameters bottom-up 8771 10_06_2020 18_43.txt"	"bottom-up"
"8638"	"Parameters bottom-up 8772 10_06_2020 18_43.txt"	"bottom-up"
"8639"	"Parameters bottom-up 8773 10_06_2020 18_43.txt"	"bottom-up"
"8640"	"Parameters bottom-up 8774 10_06_2020 18_43.txt"	"bottom-up"
"8641"	"Parameters bottom-up 8775 10_06_2020 18_43.txt"	"bottom-up"
"8642"	"Parameters bottom-up 8776 10_06_2020 18_43.txt"	"bottom-up"
"8643"	"Parameters bottom-up 8777 10_06_2020 18_43.txt"	"bottom-up"
"8644"	"Parameters bottom-up 8778 10_06_2020 18_43.txt"	"bottom-up"
"8645"	"Parameters bottom-up 8779 10_06_2020 18_43.txt"	"bottom-up"
"8646"	"Parameters bottom-up 878 10_06_2020 18_03.txt"	"bottom-up"
"8647"	"Parameters bottom-up 8780 10_06_2020 18_43.txt"	"bottom-up"
"8648"	"Parameters bottom-up 8781 10_06_2020 18_43.txt"	"bottom-up"
"8649"	"Parameters bottom-up 8782 10_06_2020 18_43.txt"	"bottom-up"
"8650"	"Parameters bottom-up 8783 10_06_2020 18_43.txt"	"bottom-up"
"8651"	"Parameters bottom-up 8784 10_06_2020 18_43.txt"	"bottom-up"
"8652"	"Parameters bottom-up 8785 10_06_2020 18_43.txt"	"bottom-up"
"8653"	"Parameters bottom-up 8786 10_06_2020 18_43.txt"	"bottom-up"
"8654"	"Parameters bottom-up 8787 10_06_2020 18_43.txt"	"bottom-up"
"8655"	"Parameters bottom-up 8788 10_06_2020 18_43.txt"	"bottom-up"
"8656"	"Parameters bottom-up 8789 10_06_2020 18_43.txt"	"bottom-up"
"8657"	"Parameters bottom-up 879 10_06_2020 18_03.txt"	"bottom-up"
"8658"	"Parameters bottom-up 8790 10_06_2020 18_43.txt"	"bottom-up"
"8659"	"Parameters bottom-up 8791 10_06_2020 18_43.txt"	"bottom-up"
"8660"	"Parameters bottom-up 8792 10_06_2020 18_43.txt"	"bottom-up"
"8661"	"Parameters bottom-up 8793 10_06_2020 18_43.txt"	"bottom-up"
"8662"	"Parameters bottom-up 8794 10_06_2020 18_43.txt"	"bottom-up"
"8663"	"Parameters bottom-up 8795 10_06_2020 18_43.txt"	"bottom-up"
"8664"	"Parameters bottom-up 8796 10_06_2020 18_43.txt"	"bottom-up"
"8665"	"Parameters bottom-up 8797 10_06_2020 18_43.txt"	"bottom-up"
"8666"	"Parameters bottom-up 8798 10_06_2020 18_43.txt"	"bottom-up"
"8667"	"Parameters bottom-up 8799 10_06_2020 18_43.txt"	"bottom-up"
"8668"	"Parameters bottom-up 88 10_06_2020 18_00.txt"	"bottom-up"
"8669"	"Parameters bottom-up 880 10_06_2020 18_03.txt"	"bottom-up"
"8670"	"Parameters bottom-up 8800 10_06_2020 18_43.txt"	"bottom-up"
"8671"	"Parameters bottom-up 8801 10_06_2020 18_43.txt"	"bottom-up"
"8672"	"Parameters bottom-up 8802 10_06_2020 18_43.txt"	"bottom-up"
"8673"	"Parameters bottom-up 8803 10_06_2020 18_43.txt"	"bottom-up"
"8674"	"Parameters bottom-up 8804 10_06_2020 18_43.txt"	"bottom-up"
"8675"	"Parameters bottom-up 8805 10_06_2020 18_43.txt"	"bottom-up"
"8676"	"Parameters bottom-up 8806 10_06_2020 18_43.txt"	"bottom-up"
"8677"	"Parameters bottom-up 8807 10_06_2020 18_43.txt"	"bottom-up"
"8678"	"Parameters bottom-up 8808 10_06_2020 18_43.txt"	"bottom-up"
"8679"	"Parameters bottom-up 8809 10_06_2020 18_43.txt"	"bottom-up"
"8680"	"Parameters bottom-up 881 10_06_2020 18_03.txt"	"bottom-up"
"8681"	"Parameters bottom-up 8810 10_06_2020 18_43.txt"	"bottom-up"
"8682"	"Parameters bottom-up 8811 10_06_2020 18_43.txt"	"bottom-up"
"8683"	"Parameters bottom-up 8812 10_06_2020 18_43.txt"	"bottom-up"
"8684"	"Parameters bottom-up 8813 10_06_2020 18_43.txt"	"bottom-up"
"8685"	"Parameters bottom-up 8814 10_06_2020 18_43.txt"	"bottom-up"
"8686"	"Parameters bottom-up 8815 10_06_2020 18_43.txt"	"bottom-up"
"8687"	"Parameters bottom-up 8816 10_06_2020 18_43.txt"	"bottom-up"
"8688"	"Parameters bottom-up 8817 10_06_2020 18_43.txt"	"bottom-up"
"8689"	"Parameters bottom-up 8818 10_06_2020 18_43.txt"	"bottom-up"
"8690"	"Parameters bottom-up 8819 10_06_2020 18_43.txt"	"bottom-up"
"8691"	"Parameters bottom-up 882 10_06_2020 18_03.txt"	"bottom-up"
"8692"	"Parameters bottom-up 8820 10_06_2020 18_43.txt"	"bottom-up"
"8693"	"Parameters bottom-up 8821 10_06_2020 18_43.txt"	"bottom-up"
"8694"	"Parameters bottom-up 8822 10_06_2020 18_43.txt"	"bottom-up"
"8695"	"Parameters bottom-up 8823 10_06_2020 18_43.txt"	"bottom-up"
"8696"	"Parameters bottom-up 8824 10_06_2020 18_43.txt"	"bottom-up"
"8697"	"Parameters bottom-up 8825 10_06_2020 18_43.txt"	"bottom-up"
"8698"	"Parameters bottom-up 8826 10_06_2020 18_43.txt"	"bottom-up"
"8699"	"Parameters bottom-up 8827 10_06_2020 18_43.txt"	"bottom-up"
"8700"	"Parameters bottom-up 8828 10_06_2020 18_43.txt"	"bottom-up"
"8701"	"Parameters bottom-up 8829 10_06_2020 18_43.txt"	"bottom-up"
"8702"	"Parameters bottom-up 883 10_06_2020 18_03.txt"	"bottom-up"
"8703"	"Parameters bottom-up 8830 10_06_2020 18_43.txt"	"bottom-up"
"8704"	"Parameters bottom-up 8831 10_06_2020 18_43.txt"	"bottom-up"
"8705"	"Parameters bottom-up 8832 10_06_2020 18_43.txt"	"bottom-up"
"8706"	"Parameters bottom-up 8833 10_06_2020 18_43.txt"	"bottom-up"
"8707"	"Parameters bottom-up 8834 10_06_2020 18_43.txt"	"bottom-up"
"8708"	"Parameters bottom-up 8835 10_06_2020 18_43.txt"	"bottom-up"
"8709"	"Parameters bottom-up 8836 10_06_2020 18_43.txt"	"bottom-up"
"8710"	"Parameters bottom-up 8837 10_06_2020 18_43.txt"	"bottom-up"
